,Tweets,Personal_attack
1656,"@LukeDeHahn @XE0SIS @ericsports @AndrewYang Spending 732 billion on defense(that we know of), which is more than the next 10 countries(8 of which are allies) COMBINED. If we spent $250 billion on defense, we'd have 480-500 BILLION to fund those projects. You are spot on Luke, the government doesn't prioritize, ridiculous",0
1657,i woke up with these thoughts racing in my brain so it’s time for a twitter rant. i’m all for Universal Basic Income and here’s what i’ve learned.,0
1658,@ianaIexander Who's going to pay for the universal basic income? I presume you are not going to print money.,0
1659,@thebroker2005 @ianaIexander Taxes.,0
1660,"I support Medicare for All. I support a Green New Deal. I support Paid Sick Leave. I support Universal Basic Income. I support putting people over profits.  My opponent, Tony Cardenas, supports none of the these.   It's time for change. #AngelicaBeatsTony  https://t.co/kbEYBIUIlI",0
1661,"@Angelica4CA How will you pay for all this? Or do you believe in the new MMT theory of economics? If so, that’s ok. But have you thought of inflation resulting from all of these dollars in the system? You must educate yourself and be ready to back up with cold hard data! #MMT",0
1662,@dinodadino @Angelica4CA #MMTer:  The real limit on federal government spending is the need to avoid inflation… #AntiMMTer:  * crashing through window *  PANIC!  MMTers will give us hyper-inflation!! #MMTer:  What did I just say? #AntiMMTer:  * joined by accomplices *  You said whatever we say you said!,0
1663,"Liberals considering universal basic income, but economists have tough questions for proponents: The government may have gotten a taste for doling out cheques with the Canada Emergency Response Benefit which functioned similar to a basic income   https://t.co/fn1WMEF6XJ #cdnpoli",0
1664,@sunlorrie Boomers are retiring.  Many youth content with UBI. This means less $$$$ to union coffers. Wonder what Jerry D. thinks of this.,0
1665,@sunlorrie Wish there was an edit on this thing.  Wonder what J. Singh thinks about it too.  NDP are the union/worker party.  At least they used to be.,0
1666,"Hope is not a policy. Now more than ever we need Medicare for All, a Green New Deal, and Universal Basic Income.",0
1667,@ProudSocialist Just vote for Trump Ryan,0
1668,"@jimtex113 @ProudSocialist Stow it, simp...👋🥸",1
1669,"140 million Americans are poor or low-income and 92 million Americans are underinsured or uninsured and the Democrat nominee for president is peddling platitudes instead of offering Medicare for All, a Green New Deal &amp; Universal Basic Income. BOTH CORPORATE PARTIES ARE COMPLICIT.",0
1670,@ProudSocialist Both sides? Again w/ the right-wing standard argument.  The champions of those programs &amp; plans have already backed Joe Biden.  You can get a lot closer to that ideal w/ a Biden presidency. Why are you discouraging that?  Don't tell people it doesn't matter who wins.  It does.  https://t.co/7WKdU6m7Xc,0
1671,"@JRHorsting @ProudSocialist Shockingly, we arent cultists.  Go figure. The DNC openly riggs their primaries, voting for their chosen candidate is voting against our own democracy.  If wanting democracy is a right wing argument, well, then whose the crazy one?",0
1672,"@WyvernCreations @ProudSocialist I didn't say you were, but I feel you miss the point.  Being against Biden &amp; the Dems now is ludicrous, that makes you an effective tool for Trump &amp; Putin.  They love how you think, it serves to divide the vote.  That's their goal.  How gracious of you to help Trump steal it.",0
1673,"@JRHorsting @ProudSocialist Blah blah blah, go talk to one of the many people who dont vote bc they are offered nothing. 50 yrs of your strategy has led to this. Its ya'lls fault- not ours.",0
1674,"@WyvernCreations @ProudSocialist Wait a sec, if you don't vote, it's your fault.  That's like complaining you're hungry after turning down food.  You screwed up.  You get what you get.  Go hungry, don't tell me to make another dish for you.  I fought, I voted, I'm not going to stop. We will win while you watch.",0
1675,"@JRHorsting @ProudSocialist Wow, you dont have very good reading comprehension do you?",0
1676,"@WyvernCreations @ProudSocialist Obviously far better than you.  How could you come to a reading comprehension from a few tweets?  The point is you can't, you're lashing out because I hit a sore spot.  I'd read volume 5 just skim before you make more statements, I read the whole thing.   https://t.co/nxI1uQ4bHE",1
1677,@JRHorsting @WyvernCreations @ProudSocialist No but neither will Biden or Kamala.  Bernie &amp; AOC aren't going to be the president or VP.  We will see. Biden is probably going to win anyways according to the polls.  Green is always an option.  Did the DNC removing Greens from the ballot teach you nothing?,0
1678,"@HanNguyen80 @JRHorsting @ProudSocialist Apparently voting for the party that systematically fights against democracy itself is the moral choice.  Though for the life of me, I cant see why.",0
1679,"After 7 years of dreaming about it, discussing it, dismissing it, adjusting it and finally implementing it, @CirclesUBI - ""universal basic income on the blockchain"" - or just ""better money"" went live today!",0
1680,@koeppelmann Wow. I have wanted to do something like this since 2012. Even wrote a book about it:  https://t.co/mw594Notwa You did it! Well done! Will check it out.,0
1681,"@koeppelmann Summary of my book, which it seems you partially did: ""Explicitly and transparently intertwining society, politics and money through the democratised and decentralised creation, allocation and destruction of constrained and unconstrained credit based money in an open economy.""",0
1682,The burger-flipping robot is now for sale for $30k. It pays for itself in a year. Restaurants are lining up.  Food prep is America's No. 2 most common job. Covid is accelerating automation: robots don't need PPE or sick days  We need universal basic income  https://t.co/HGEbnkGbTV,0
1683,@DanPriceSeattle I don't know about this one.  What if robots free people to do other work? Create new jobs?,0
1684,@pseuderman @DanPriceSeattle Theyre people up. But the numbrr of jobs decreases as jobs change. Only takes one guy to dig a ditch. #WeNeedUBI,0
1685,"@Siinrajiaal @pseuderman @DanPriceSeattle exactly, due to it taking only a few people to service a massive number of these robots, these robots that require college to get a job to service, a job that is going to be harder to get when you have to somehow compete with a robot that can make a dish perfectly every time",0
1686,"@Siinrajiaal @pseuderman @DanPriceSeattle and while I'm very interested in technological advancement, we really need to also consider how certain advancements may effect the community, this is one that overall will long term harm a community, even if it results in lower cost to the consumer (which it won't, it will just",0
1687,"@Siinrajiaal @pseuderman @DanPriceSeattle result in more profit to whoever owns the robot because in most cases the investment would be used to make more money, not to feed more people, because it will be owned by businesses, not charities)",0
1688,"Just a year ago, it would have been hard to find anyone who believed that some variety of "" #UBI "" (universal basic income) would be in place any time soon.  Well, with this announcement, the #UnitedKingdom is set to have such a scheme for at least a full 12 months (March/March).  https://t.co/19kjAFiihA",0
1689,@elerianm Socialism with British Characteristics?,0
1690,@CensoredCitize1 @elerianm English*  old school brits are celts  https://t.co/aO056qbc9p,0
1691,@GavinNewsom The people of California deserve Universal Basic Income and enough stimulus money to make it through another Purple Tier lockdown. An out of touch Governor behaving as a French Aristocrat and then making a decree without the means to help people through this economically is sad.,0
1692,@GavinNewsom The people of California deserve Universal Basic Income and enough stimulus money to make it through another Purple Tier lockdown. An out of touch Governor behaving as a French Aristocrat and then making a decree without the means to help people through this economically is sad.,0
1693,@eugenegu @GavinNewsom You have a problem with people not bring strict and people being strict. Choose a side.,0
1694,"@LaddizWorld @eugenegu @GavinNewsom There is no side, you need to stop only calling out one and ignoring the lies and hypocrisy from ANY and all sides, this isn’t a baseball game. Win/lose. They all are hurting public by their selfish need to do as I say not as I do.",0
1695,@Coronationxcit @_TWordUp @eugenegu @GavinNewsom It wasn’t a good idea. He said that when he apologized.,0
1696,"Some people warned me months ago “You’re going to be known as the Universal Basic Income guy,” to which I responded “I would be perfectly fine with that.”  😀",0
1697,"@AndrewYang UBI doesn't make much sense to me, why not just tax people less?",0
1698,@tmurph4000 @AndrewYang Taxing people less is not universal or beneficial to those that it needs to apply to.,0
1699,"@A_Smitty_56 @AndrewYang If everyone was taxed $1,000k less per month how would that not be the same? Cuts out the middle man too.",0
1700,@tmurph4000 @A_Smitty_56 @AndrewYang Because the people who need it most don't pay a $1000k a month in taxes?,0
1701,"Black Twitter and its Hazardous Imbalanced, Cancel Culture: The Rise and Fall of Jacquees and Tiffany Haddish but the Unwavering support of R*bert K*lly and 69  In this essay I will....",0
1702,@ThePoshLife_ Who said she was canceled? She just needs to cancel all her stand up gigs. She is not good at stand up. Not sure why she needs to do it. Just stick to film and tv.,0
1703,"@HeatherGrace7 @ThePoshLife_ Is that what you would tell a non famous person doing something new?  Basically ""You had a bad gig, quit forever and go back to that job you have already.""   Not judging if you would, just curious.",0
1704,"I am so sick of the cancel culture on Left Twitter. The high school drama, the guilt by association, the way that people build social capital by tearing other people down over and over again. It's turned what used to be a place of escape from my shitty life into a nightmare.",0
1705,"@DegenerateThing OMG! you spoke my mind I just can't believe seeing someone from the left describing exactly, &amp; in regard the cancel culture on the Left. For everthing you said + the Lefts inability to solve problems, moral relativism, identity politics, socialism here's the reason I lean right.",0
1706,@InvictusSamael @oth_radar @DegenerateThing You're just picking sides like they're football teams. Do you care about policy or optics? It seems like the latter. You want to be in the group who has it easier. It's easier to be right wing because it relies on base level expectations of how things should be.,0
1707,@Skelloween @InvictusSamael @oth_radar @DegenerateThing Because it maintains your own power in society,0
1708,"i don't like cancel culture &amp; i'm not saying ""cancel the weeknd,"" but these are the kinds of lyrics that fucked me up when i was younger &amp; subconsciously kept me in the closet. so it's important to talk about and say ""this is isn't ok""",0
1709,"@jillboard The Weeknd is an amazing, diverse, extraordinary talent. You’re trippin",0
1710,@__BD0822 @jillboard No one is denying his talent. The lyrics might need some work though 🙄,0
1711,@BTS4Lily im bisexual and im not offended 🤷🏻‍♀️ you sound like a child,1
1712,And THAT’S why I will never take you nignogs seriously when you mention “cancel culture”. Because your reasoning for challenging “cancelling” swill always be this shallow and indefensible.  https://t.co/bpnPivNu6n,1
